,date,home_team,away_team,home_score,away_score,tournament
2893,3/4/2012,Finland,Switzerland,3,1,Cyprus Cup
2894,3/4/2012,Italy,Scotland,2,1,Cyprus Cup
2895,3/4/2012,Netherlands,Canada,0,1,Cyprus Cup
2896,3/4/2012,New Zealand,South Korea,1,1,Cyprus Cup
2897,3/4/2012,Northern Ireland,South Africa,0,2,Cyprus Cup
2898,3/5/2012,Sweden,Germany,0,4,Algarve Cup
2899,3/5/2012,China PR,Iceland,0,1,Algarve Cup
2900,3/5/2012,Norway,Denmark,0,1,Algarve Cup
2901,3/5/2012,Japan,United States,1,0,Algarve Cup
2902,3/5/2012,Hungary,Wales,1,2,Algarve Cup
2903,3/5/2012,Portugal,Republic of Ireland,2,1,Algarve Cup
2904,3/6/2012,Switzerland,Northern Ireland,5,0,Cyprus Cup
2905,3/6/2012,Scotland,South Africa,2,0,Cyprus Cup
2906,3/6/2012,New Zealand,Netherlands,2,2,Cyprus Cup
2907,3/6/2012,South Korea,Finland,1,1,Cyprus Cup
2908,3/6/2012,England,Italy,1,3,Cyprus Cup
2909,3/6/2012,France,Canada,2,0,Cyprus Cup
2910,3/7/2012,Hungary,Republic of Ireland,1,2,Algarve Cup
2911,3/7/2012,Portugal,China PR,0,1,Algarve Cup
2912,3/7/2012,Wales,Norway,0,3,Algarve Cup
2913,3/7/2012,Iceland,Denmark,1,3,Algarve Cup
2914,3/7/2012,Sweden,United States,0,4,Algarve Cup
2915,3/7/2012,Germany,Japan,4,3,Algarve Cup
2916,3/31/2012,Russia,Macedonia,8,0,UEFA Euro qualification
2917,3/31/2012,Greece,Poland,1,1,UEFA Euro qualification
2918,3/31/2012,Italy,Bosnia and Herzegovina,4,0,UEFA Euro qualification
2919,3/31/2012,Romania,Kazakhstan,3,0,UEFA Euro qualification
2920,3/31/2012,Germany,Spain,5,0,UEFA Euro qualification
2921,3/31/2012,Switzerland,Turkey,5,0,UEFA Euro qualification
2922,3/31/2012,Bulgaria,Norway,0,3,UEFA Euro qualification
2923,3/31/2012,France,Scotland,2,0,UEFA Euro qualification
2924,3/31/2012,Slovakia,Finland,0,1,UEFA Euro qualification
2925,3/31/2012,Croatia,England,0,6,UEFA Euro qualification
2926,3/31/2012,Portugal,Czech Republic,2,5,UEFA Euro qualification
2927,4/1/2012,Japan,United States,1,1,Friendly
2928,4/1/2012,Armenia,Austria,2,4,UEFA Euro qualification
2929,4/3/2012,Brazil,United States,0,3,Friendly
2930,4/4/2012,Russia,Italy,0,2,UEFA Euro qualification
2931,4/4/2012,Greece,Macedonia,2,2,UEFA Euro qualification
2932,4/4/2012,Hungary,Norway,0,5,UEFA Euro qualification
2933,4/4/2012,Belgium,Iceland,1,0,UEFA Euro qualification
2934,4/4/2012,France,Wales,4,0,UEFA Euro qualification
2935,4/4/2012,Czech Republic,Denmark,0,2,UEFA Euro qualification
2936,4/5/2012,Spain,Kazakhstan,13,0,UEFA Euro qualification
2937,4/5/2012,Switzerland,Germany,0,6,UEFA Euro qualification
2938,4/5/2012,Scotland,Republic of Ireland,2,1,UEFA Euro qualification
2939,4/5/2012,Finland,Slovakia,2,0,UEFA Euro qualification
2940,4/5/2012,Ukraine,Estonia,5,0,UEFA Euro qualification
2941,4/5/2012,Netherlands,Slovenia,3,1,UEFA Euro qualification
2942,4/5/2012,Austria,Portugal,1,0,UEFA Euro qualification
2943,4/25/2012,Northern Ireland,Hungary,0,1,UEFA Euro qualification
2944,5/19/2012,Northern Ireland,Bulgaria,4,1,UEFA Euro qualification
2945,5/26/2012,Ivory Coast,Mozambique,7,0,African Championship qualification
2946,5/26/2012,Zambia,South Africa,1,4,African Championship qualification
2947,5/26/2012,Morocco,Senegal,0,0,African Championship qualification
2948,5/26/2012,Ghana,Cameroon,1,1,African Championship qualification
2949,5/27/2012,Ethiopia,Tanzania,2,1,African Championship qualification
2950,5/27/2012,Zimbabwe,Nigeria,0,2,African Championship qualification
2951,5/28/2012,United States,China PR,4,1,Friendly
2952,5/31/2012,Germany,Romania,5,0,UEFA Euro qualification
2953,6/16/2012,Sweden,United States,1,3,Friendly
2954,6/16/2012,Tanzania,Ethiopia,0,1,African Championship qualification
2955,6/16/2012,Mozambique,Ivory Coast,0,5,African Championship qualification
2956,6/16/2012,South Africa,Zambia,2,1,African Championship qualification
2957,6/16/2012,Senegal,Morocco,0,0,African Championship qualification
2958,6/16/2012,Nigeria,Zimbabwe,4,0,African Championship qualification
2959,6/16/2012,Italy,Macedonia,9,0,UEFA Euro qualification
2960,6/16/2012,Russia,Greece,4,0,UEFA Euro qualification
2961,6/16/2012,Bosnia and Herzegovina,Poland,0,2,UEFA Euro qualification
2962,6/16/2012,Switzerland,Spain,4,3,UEFA Euro qualification
2963,6/16/2012,Norway,Bulgaria,11,0,UEFA Euro qualification
2964,6/16/2012,Iceland,Hungary,3,0,UEFA Euro qualification
2965,6/16/2012,Scotland,Israel,8,0,UEFA Euro qualification
2966,6/16/2012,Republic of Ireland,Wales,0,1,UEFA Euro qualification
2967,6/16/2012,Estonia,Belarus,2,4,UEFA Euro qualification
2968,6/16/2012,Ukraine,Finland,1,2,UEFA Euro qualification
2969,6/16/2012,Croatia,Serbia,1,4,UEFA Euro qualification
2970,6/16/2012,Czech Republic,Austria,2,3,UEFA Euro qualification
2971,6/17/2012,Cameroon,Ghana,1,1,African Championship qualification
2972,6/17/2012,England,Netherlands,1,0,UEFA Euro qualification
2973,6/18/2012,Japan,United States,1,4,Friendly
2974,6/20/2012,Poland,Macedonia,4,0,UEFA Euro qualification
2975,6/20/2012,Hungary,Belgium,1,3,UEFA Euro qualification
2976,6/20/2012,Norway,Northern Ireland,2,0,UEFA Euro qualification
2977,6/20/2012,Wales,Israel,5,0,UEFA Euro qualification
2978,6/20/2012,Finland,Belarus,4,0,UEFA Euro qualification
2979,6/20/2012,Slovakia,Ukraine,0,2,UEFA Euro qualification
2980,6/20/2012,Serbia,Netherlands,0,4,UEFA Euro qualification
2981,6/20/2012,Denmark,Czech Republic,1,0,UEFA Euro qualification
2982,6/21/2012,Bosnia and Herzegovina,Russia,0,1,UEFA Euro qualification
2983,6/21/2012,Spain,Turkey,4,0,UEFA Euro qualification
2984,6/21/2012,Romania,Switzerland,4,2,UEFA Euro qualification
2985,6/21/2012,Bulgaria,Iceland,0,10,UEFA Euro qualification
2986,6/21/2012,Republic of Ireland,Scotland,0,1,UEFA Euro qualification
2987,6/21/2012,Slovenia,England,0,4,UEFA Euro qualification
2988,6/30/2012,United States,Canada,2,1,Friendly
2989,7/20/2012,Equatorial Guinea,Cameroon,2,0,African Championship
2990,7/25/2012,Great Britain,New Zealand,1,0,Olympic Games
2991,7/25/2012,Cameroon,Brazil,0,5,Olympic Games
2992,7/25/2012,Japan,Canada,2,1,Olympic Games
2993,7/25/2012,Sweden,South Africa,4,1,Olympic Games
2994,7/25/2012,United States,France,4,2,Olympic Games
2995,7/25/2012,Colombia,North Korea,0,2,Olympic Games
2996,7/28/2012,New Zealand,Brazil,0,1,Olympic Games
2997,7/28/2012,Great Britain,Cameroon,3,0,Olympic Games
2998,7/28/2012,Japan,Sweden,0,0,Olympic Games
2999,7/28/2012,Canada,South Africa,3,0,Olympic Games
3000,7/28/2012,United States,Colombia,3,0,Olympic Games
3001,7/28/2012,France,North Korea,5,0,Olympic Games
3002,7/31/2012,New Zealand,Cameroon,3,1,Olympic Games
3003,7/31/2012,Great Britain,Brazil,1,0,Olympic Games
3004,7/31/2012,Japan,South Africa,0,0,Olympic Games
3005,7/31/2012,Canada,Sweden,2,2,Olympic Games
3006,7/31/2012,United States,North Korea,1,0,Olympic Games
3007,7/31/2012,France,Colombia,1,0,Olympic Games
3008,8/3/2012,Sweden,France,1,2,Olympic Games
3009,8/3/2012,United States,New Zealand,2,0,Olympic Games
3010,8/3/2012,Brazil,Japan,0,2,Olympic Games
3011,8/3/2012,Great Britain,Canada,0,2,Olympic Games
3012,8/6/2012,France,Japan,1,2,Olympic Games
3013,8/6/2012,Canada,United States,3,4,Olympic Games
3014,8/9/2012,Canada,France,1,0,Olympic Games
3015,8/9/2012,United States,Japan,2,1,Olympic Games
3016,8/25/2012,Estonia,Slovakia,0,2,UEFA Euro qualification
3017,9/2/2012,United States,Costa Rica,8,0,Friendly
3018,9/15/2012,Macedonia,Russia,0,6,UEFA Euro qualification
3019,9/15/2012,Bosnia and Herzegovina,Greece,1,1,UEFA Euro qualification
3020,9/15/2012,Kazakhstan,Germany,0,7,UEFA Euro qualification
3021,9/15/2012,Turkey,Switzerland,1,3,UEFA Euro qualification
3022,9/15/2012,Norway,Belgium,3,2,UEFA Euro qualification
3023,9/15/2012,Iceland,Northern Ireland,2,0,UEFA Euro qualification
3024,9/15/2012,Wales,Scotland,1,2,UEFA Euro qualification
3025,9/15/2012,France,Republic of Ireland,4,0,UEFA Euro qualification
3026,9/15/2012,Estonia,Finland,0,5,UEFA Euro qualification
3027,9/15/2012,Belarus,Ukraine,0,5,UEFA Euro qualification
3028,9/15/2012,Slovenia,Croatia,1,0,UEFA Euro qualification
3029,9/15/2012,Austria,Denmark,3,1,UEFA Euro qualification
3030,9/16/2012,Italy,Poland,1,0,UEFA Euro qualification
3031,9/17/2012,United States,Australia,2,1,Friendly
3032,9/19/2012,Greece,Italy,0,0,UEFA Euro qualification
3033,9/19/2012,Bosnia and Herzegovina,Macedonia,1,0,UEFA Euro qualification
3034,9/19/2012,Russia,Poland,1,1,UEFA Euro qualification
3035,9/19/2012,Kazakhstan,Switzerland,1,0,UEFA Euro qualification
3036,9/19/2012,Germany,Turkey,10,0,UEFA Euro qualification
3037,9/19/2012,Spain,Romania,0,0,UEFA Euro qualification
3038,9/19/2012,Hungary,Bulgaria,9,0,UEFA Euro qualification
3039,9/19/2012,Northern Ireland,Belgium,0,2,UEFA Euro qualification
3040,9/19/2012,Norway,Iceland,2,1,UEFA Euro qualification
3041,9/19/2012,Israel,Republic of Ireland,0,2,UEFA Euro qualification
3042,9/19/2012,Scotland,France,0,5,UEFA Euro qualification
3043,9/19/2012,Belarus,Slovakia,1,0,UEFA Euro qualification
3044,9/19/2012,Finland,Ukraine,0,1,UEFA Euro qualification
3045,9/19/2012,Serbia,Slovenia,3,0,UEFA Euro qualification
3046,9/19/2012,England,Croatia,3,0,UEFA Euro qualification
3047,9/19/2012,Armenia,Czech Republic,0,2,UEFA Euro qualification
3048,9/19/2012,Denmark,Portugal,2,0,UEFA Euro qualification
3049,9/20/2012,United States,Australia,6,2,Friendly
3050,10/20/2012,Scotland,Spain,1,1,UEFA Euro qualification
3051,10/20/2012,Ukraine,Iceland,2,3,UEFA Euro qualification
3052,10/21/2012,United States,Germany,1,1,Friendly
3053,10/21/2012,Austria,Russia,0,2,UEFA Euro qualification
3054,10/24/2012,United States,Germany,2,2,Friendly
3055,10/24/2012,Spain,Scotland,3,2,UEFA Euro qualification
3056,10/25/2012,Russia,Austria,1,1,UEFA Euro qualification
3057,10/25/2012,Iceland,Ukraine,3,2,UEFA Euro qualification
3058,10/28/2012,Equatorial Guinea,South Africa,1,0,African Championship
3059,10/28/2012,Senegal,DR Congo,0,1,African Championship
3060,10/29/2012,Nigeria,Cameroon,2,1,African Championship
3061,10/29/2012,Ivory Coast,Ethiopia,5,0,African Championship
3062,10/31/2012,South Africa,Senegal,1,0,African Championship
3063,10/31/2012,Equatorial Guinea,DR Congo,6,0,African Championship
3064,11/1/2012,Cameroon,Ivory Coast,4,1,African Championship
3065,11/1/2012,Ethiopia,Nigeria,0,3,African Championship
3066,11/3/2012,Equatorial Guinea,Senegal,5,0,African Championship
3067,11/3/2012,South Africa,DR Congo,4,1,African Championship
3068,11/4/2012,Nigeria,Ivory Coast,3,1,African Championship
3069,11/4/2012,Cameroon,Ethiopia,0,0,African Championship
3070,11/7/2012,Nigeria,South Africa,0,1,African Championship
3071,11/11/2012,Cameroon,Nigeria,1,0,African Championship
3072,11/11/2012,Equatorial Guinea,South Africa,4,0,African Championship
3073,11/29/2012,United States,Republic of Ireland,5,0,Friendly
3074,12/2/2012,United States,Republic of Ireland,2,0,Friendly
3075,12/8/2012,United States,China PR,2,0,Friendly
3076,12/13/2012,United States,China PR,4,0,Friendly
3077,12/16/2012,United States,China PR,4,1,Friendly
3078,1/12/2013,Norway,South Korea,2,0,Four Nations Tournament
3079,1/12/2013,China PR,Canada,0,1,Four Nations Tournament
3080,1/14/2013,China PR,Norway,0,1,Four Nations Tournament
3081,1/14/2013,Canada,South Korea,1,3,Four Nations Tournament
3082,1/16/2013,China PR,South Korea,2,0,Four Nations Tournament
3083,1/16/2013,Canada,Norway,0,0,Four Nations Tournament
3084,2/10/2013,United States,Scotland,4,1,Friendly
3085,2/14/2013,United States,Scotland,3,1,Friendly
3086,3/6/2013,Norway,Japan,2,0,Algarve Cup
3087,3/6/2013,Denmark,Germany,0,0,Algarve Cup
3088,3/6/2013,United States,Iceland,3,0,Algarve Cup
3089,3/6/2013,Sweden,China PR,1,1,Algarve Cup
3090,3/6/2013,Mexico,Hungary,1,0,Algarve Cup
3091,3/6/2013,Portugal,Wales,2,0,Algarve Cup
3092,3/6/2013,New Zealand,Scotland,1,0,Cyprus Cup
3093,3/6/2013,England,Italy,4,2,Cyprus Cup
3094,3/6/2013,Canada,Switzerland,2,0,Cyprus Cup
3095,3/6/2013,Finland,Netherlands,1,1,Cyprus Cup
3096,3/6/2013,South Korea,South Africa,2,0,Cyprus Cup
3097,3/6/2013,Republic of Ireland,Northern Ireland,5,1,Cyprus Cup
3098,3/8/2013,Germany,Japan,2,1,Algarve Cup
3099,3/8/2013,Norway,Denmark,0,0,Algarve Cup
3100,3/8/2013,United States,China PR,5,0,Algarve Cup
3101,3/8/2013,Sweden,Iceland,6,1,Algarve Cup
3102,3/8/2013,Portugal,Hungary,0,2,Algarve Cup
3103,3/8/2013,Wales,Mexico,1,0,Algarve Cup
3104,3/8/2013,New Zealand,Italy,2,0,Cyprus Cup
3105,3/8/2013,Scotland,England,4,4,Cyprus Cup
3106,3/8/2013,Switzerland,Netherlands,1,1,Cyprus Cup
3107,3/8/2013,Finland,Canada,1,2,Cyprus Cup
3108,3/8/2013,Republic of Ireland,South Africa,1,0,Cyprus Cup
3109,3/8/2013,South Korea,Northern Ireland,3,0,Cyprus Cup
3110,3/11/2013,Denmark,Japan,0,2,Algarve Cup
3111,3/11/2013,Germany,Norway,2,0,Algarve Cup
3112,3/11/2013,China PR,Iceland,1,0,Algarve Cup
3113,3/11/2013,Sweden,United States,1,1,Algarve Cup
3114,3/11/2013,Wales,Hungary,1,1,Algarve Cup
3115,3/11/2013,Portugal,Mexico,0,3,Algarve Cup
3116,3/11/2013,England,New Zealand,3,1,Cyprus Cup
3117,3/11/2013,Italy,Scotland,1,2,Cyprus Cup
3118,3/11/2013,Finland,Switzerland,2,3,Cyprus Cup
3119,3/11/2013,Netherlands,Canada,0,1,Cyprus Cup
3120,3/11/2013,South Africa,Northern Ireland,2,1,Cyprus Cup
3121,3/11/2013,South Korea,Republic of Ireland,0,0,Cyprus Cup
3122,3/13/2013,Portugal,Wales,1,1,Algarve Cup
3123,3/13/2013,Hungary,Iceland,1,4,Algarve Cup
3124,3/13/2013,Mexico,Denmark,0,3,Algarve Cup
3125,3/13/2013,Japan,China PR,1,0,Algarve Cup
3126,3/13/2013,Norway,Sweden,2,2,Algarve Cup
3127,3/13/2013,Germany,United States,0,2,Algarve Cup
3128,3/13/2013,South Africa,Northern Ireland,1,1,Cyprus Cup
3129,3/13/2013,South Korea,Italy,0,1,Cyprus Cup
3130,3/13/2013,Republic of Ireland,Finland,0,1,Cyprus Cup
3131,3/13/2013,Scotland,Netherlands,1,0,Cyprus Cup
3132,3/13/2013,New Zealand,Switzerland,2,1,Cyprus Cup
3133,3/13/2013,England,Canada,1,0,Cyprus Cup
3134,4/5/2013,Germany,United States,3,3,Friendly
3135,4/9/2013,Netherlands,United States,1,3,Friendly
3136,5/21/2013,Iran,Philippines,0,6,AFC Asian Cup qualification
3137,5/21/2013,Bangladesh,Thailand,0,9,AFC Asian Cup qualification
3138,5/21/2013,Palestine,Taiwan,0,6,AFC Asian Cup qualification
3139,5/21/2013,Myanmar,India,2,0,AFC Asian Cup qualification
3140,5/22/2013,Bahrain,Vietnam,0,8,AFC Asian Cup qualification
3141,5/22/2013,Hong Kong,Kyrgyzstan,2,1,AFC Asian Cup qualification
3142,5/23/2013,Philippines,Thailand,0,1,AFC Asian Cup qualification
3143,5/23/2013,Bangladesh,Iran,0,2,AFC Asian Cup qualification
3144,5/23/2013,Palestine,Myanmar,0,9,AFC Asian Cup qualification
3145,5/23/2013,India,Taiwan,1,2,AFC Asian Cup qualification
3146,5/24/2013,Bahrain,Hong Kong,1,3,AFC Asian Cup qualification
3147,5/24/2013,Kyrgyzstan,Vietnam,0,12,AFC Asian Cup qualification
3148,5/25/2013,Thailand,Iran,5,1,AFC Asian Cup qualification
3149,5/25/2013,Bangladesh,Philippines,0,4,AFC Asian Cup qualification
3150,5/25/2013,Palestine,India,1,1,AFC Asian Cup qualification
3151,5/25/2013,Myanmar,Taiwan,0,0,AFC Asian Cup qualification
3152,5/26/2013,Vietnam,Hong Kong,4,0,AFC Asian Cup qualification
3153,5/26/2013,Bahrain,Kyrgyzstan,4,1,AFC Asian Cup qualification
3154,6/3/2013,Canada,United States,0,3,Friendly
3155,6/5/2013,Uzbekistan,Kuwait,18,0,AFC Asian Cup qualification
3156,6/5/2013,Jordan,Lebanon,5,0,AFC Asian Cup qualification
3157,6/7/2013,Lebanon,Uzbekistan,0,4,AFC Asian Cup qualification
3158,6/7/2013,Jordan,Kuwait,21,0,AFC Asian Cup qualification
3159,6/9/2013,Lebanon,Kuwait,12,1,AFC Asian Cup qualification
3160,6/9/2013,Jordan,Uzbekistan,4,0,AFC Asian Cup qualification
3161,6/16/2013,United States,South Korea,4,1,Friendly
3162,6/21/2013,United States,South Korea,5,0,Friendly
3163,7/10/2013,Italy,Finland,0,0,UEFA Euro
3164,7/10/2013,Sweden,Denmark,1,1,UEFA Euro
3165,7/11/2013,Norway,Iceland,1,1,UEFA Euro
3166,7/11/2013,Germany,Netherlands,0,0,UEFA Euro
3167,7/12/2013,France,Russia,3,1,UEFA Euro
3168,7/12/2013,England,Spain,2,3,UEFA Euro
3169,7/13/2013,Italy,Denmark,2,1,UEFA Euro
3170,7/13/2013,Sweden,Finland,5,0,UEFA Euro
3171,7/14/2013,Norway,Netherlands,1,0,UEFA Euro
3172,7/14/2013,Iceland,Germany,0,3,UEFA Euro
3173,7/15/2013,England,Russia,1,1,UEFA Euro
3174,7/15/2013,Spain,France,0,1,UEFA Euro
3175,7/16/2013,Sweden,Italy,3,1,UEFA Euro
3176,7/16/2013,Denmark,Finland,1,1,UEFA Euro
3177,7/17/2013,Germany,Norway,0,1,UEFA Euro
3178,7/17/2013,Netherlands,Iceland,0,1,UEFA Euro
3179,7/18/2013,France,England,3,0,UEFA Euro
3180,7/18/2013,Russia,Spain,1,1,UEFA Euro
3181,7/21/2013,Sweden,Iceland,4,0,UEFA Euro
3182,7/21/2013,Italy,Germany,0,1,UEFA Euro
3183,7/22/2013,Norway,Spain,3,1,UEFA Euro
3184,7/22/2013,France,Denmark,1,1,UEFA Euro
3185,7/24/2013,Sweden,Germany,0,1,UEFA Euro
3186,7/25/2013,Norway,Denmark,1,1,UEFA Euro
3187,7/28/2013,Germany,Norway,1,0,UEFA Euro
3188,9/4/2013,United States,Mexico,7,0,Friendly
3189,10/20/2013,United States,Australia,4,0,Friendly
3190,10/28/2013,United States,New Zealand,4,1,Friendly
3191,10/31/2013,United States,New Zealand,1,1,Friendly
3192,11/11/2013,United States,Brazil,4,1,Friendly
3193,1/31/2014,United States,Canada,1,0,Friendly
3194,2/9/2014,United States,Russia,7,0,Friendly
3195,2/11/2014,China PR,New Zealand,1,0,Four Nations Tournament
3196,2/11/2014,North Korea,Mexico,2,0,Four Nations Tournament
3197,2/13/2014,China PR,Mexico,3,1,Four Nations Tournament
3198,2/13/2014,North Korea,New Zealand,1,0,Four Nations Tournament
3199,2/14/2014,United States,Russia,8,0,Friendly
3200,2/14/2014,Algeria,Morocco,2,0,African Championship qualification
3201,2/14/2014,Botswana,Zimbabwe,0,1,African Championship qualification
3202,2/14/2014,Zambia,Tanzania,2,1,African Championship qualification
3203,2/15/2014,Ivory Coast,Mali,4,0,African Championship qualification
3204,2/15/2014,China PR,North Korea,1,0,Four Nations Tournament
3205,2/15/2014,New Zealand,Mexico,1,2,Four Nations Tournament
3206,2/16/2014,Egypt,Tunisia,0,3,African Championship qualification
3207,2/16/2014,Burkina Faso,Ghana,0,3,African Championship qualification
3208,2/16/2014,Rwanda,Kenya,1,0,African Championship qualification
3209,2/28/2014,Mali,Ivory Coast,0,1,African Championship qualification
3210,2/28/2014,Tanzania,Zambia,1,1,African Championship qualification
3211,3/1/2014,Morocco,Algeria,0,0,African Championship qualification
3212,3/1/2014,Tunisia,Egypt,2,2,African Championship qualification
3213,3/1/2014,Ghana,Burkina Faso,3,0,African Championship qualification
3214,3/2/2014,Kenya,Rwanda,2,1,African Championship qualification
3215,3/2/2014,Zimbabwe,Botswana,2,1,African Championship qualification
3216,3/5/2014,Norway,China PR,0,1,Algarve Cup
3217,3/5/2014,Germany,Iceland,5,0,Algarve Cup
3218,3/5/2014,Japan,United States,1,1,Algarve Cup
3219,3/5/2014,Sweden,Denmark,2,0,Algarve Cup
3220,3/5/2014,Russia,North Korea,1,2,Algarve Cup
3221,3/5/2014,Portugal,Austria,3,2,Algarve Cup
3222,3/5/2014,Canada,Finland,3,0,Cyprus Cup
3223,3/5/2014,England,Italy,2,0,Cyprus Cup
3224,3/5/2014,Netherlands,Australia,2,2,Cyprus Cup
3225,3/5/2014,France,Scotland,1,1,Cyprus Cup
3226,3/5/2014,New Zealand,Republic of Ireland,1,1,Cyprus Cup
3227,3/5/2014,Switzerland,South Korea,1,1,Cyprus Cup
3228,3/7/2014,Norway,Iceland,1,2,Algarve Cup
3229,3/7/2014,Germany,China PR,1,0,Algarve Cup
3230,3/7/2014,Sweden,United States,1,0,Algarve Cup
3231,3/7/2014,Japan,Denmark,1,0,Algarve Cup
3232,3/7/2014,Portugal,Russia,1,3,Algarve Cup
3233,3/7/2014,Austria,North Korea,0,2,Algarve Cup
3234,3/7/2014,Finland,England,0,3,Cyprus Cup
3235,3/7/2014,Canada,Italy,3,1,Cyprus Cup
3236,3/7/2014,Scotland,Netherlands,4,3,Cyprus Cup
3237,3/7/2014,Australia,France,2,3,Cyprus Cup
3238,3/7/2014,Republic of Ireland,South Korea,1,1,Cyprus Cup
3239,3/7/2014,Switzerland,New Zealand,2,1,Cyprus Cup
3240,3/10/2014,China PR,Iceland,0,1,Algarve Cup
3241,3/10/2014,Norway,Germany,1,3,Algarve Cup
3242,3/10/2014,Japan,Sweden,2,1,Algarve Cup
3243,3/10/2014,United States,Denmark,3,5,Algarve Cup
3244,3/10/2014,Portugal,North Korea,0,2,Algarve Cup
3245,3/10/2014,Austria,Russia,3,2,Algarve Cup
3246,3/10/2014,England,Canada,2,0,Cyprus Cup
3247,3/10/2014,Italy,Finland,1,1,Cyprus Cup
3248,3/10/2014,Netherlands,France,0,3,Cyprus Cup
3249,3/10/2014,Australia,Scotland,2,4,Cyprus Cup
3250,3/10/2014,Switzerland,Republic of Ireland,1,2,Cyprus Cup
3251,3/10/2014,South Korea,New Zealand,4,0,Cyprus Cup
3252,3/12/2014,Portugal,Austria,1,2,Algarve Cup
3253,3/12/2014,Russia,Norway,1,0,Algarve Cup
3254,3/12/2014,North Korea,United States,0,3,Algarve Cup
3255,3/12/2014,China PR,Denmark,1,1,Algarve Cup
3256,3/12/2014,Iceland,Sweden,2,1,Algarve Cup
3257,3/12/2014,Germany,Japan,3,0,Algarve Cup
3258,3/12/2014,Finland,New Zealand,0,1,Cyprus Cup
3259,3/12/2014,Netherlands,Switzerland,4,1,Cyprus Cup
3260,3/12/2014,Italy,Australia,2,5,Cyprus Cup
3261,3/12/2014,Canada,Republic of Ireland,2,1,Cyprus Cup
3262,3/12/2014,Scotland,South Korea,1,1,Cyprus Cup
3263,3/12/2014,England,France,0,2,Cyprus Cup
3264,4/7/2014,United States,China PR,2,0,Friendly
3265,4/11/2014,United States,China PR,3,0,Friendly
3266,5/9/2014,Canada,United States,1,1,Friendly
3267,5/14/2014,Vietnam,Jordan,3,1,AFC Asian Cup
3268,5/14/2014,Australia,Japan,2,2,AFC Asian Cup
3269,5/15/2014,South Korea,Myanmar,12,0,AFC Asian Cup
3270,5/15/2014,China PR,Thailand,7,0,AFC Asian Cup
3271,5/16/2014,Jordan,Australia,1,3,AFC Asian Cup
3272,5/16/2014,Vietnam,Japan,0,4,AFC Asian Cup
3273,5/17/2014,Myanmar,China PR,0,3,AFC Asian Cup
3274,5/17/2014,Thailand,South Korea,0,4,AFC Asian Cup
